"","Identificacion","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles","ocupacion","Factor.de.expansion","Ingresos_total"
"12709","5058791-1-1","5058791 - 1","54","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Informática y actividades conexas","Entre 1 y 5 años","(48,130]","No asalariado",441.382655119572,622800
"12710","5058801-1-1","5058801 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Correo y telecomunicaciones","Entre 1 y 5 años","(48,130]","No asalariado",575.655449329585,622800
"12711","5058833-1-1","5058833 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]","Asalariado",334.313469374566,2906400
"12712","5058833-1-2","5058833 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","Asalariado",334.313469374566,1453200
"12713","5058833-1-5","5058833 - 1","54","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]","No asalariado",334.313469374566,207600
"12714","5058833-1-8","5058833 - 1","54","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]","No asalariado",334.313469374566,415200
"12715","5058834-1-1","5058834 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]","No asalariado",468.641427056809,954960
"12716","5058834-1-2","5058834 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Educación","Entre 1 y 5 años","(0,39]","No asalariado",468.641427056809,51900
"12717","5058838-1-1","5058838 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Mas de 5 años","(39,48]","No asalariado",487.054553753716,622800
"12718","5058847-1-2","5058847 - 1","54","Femenino","(14,18]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Servicios sociales y de salud","Mas de 5 años","(39,48]","No asalariado",508.011677332798,103800
"12719","5058850-1-1","5058850 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",416.786646603398,415200
"12720","5058863-1-1","5058863 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]","No asalariado",339.426828765947,830400
"12721","5058864-1-5","5058864 - 1","54","Femenino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Curtido y preparado de cueros, trabajar con cuero","Mas de 5 años","(48,130]","No asalariado",384.976123360684,0
"12722","5058864-1-6","5058864 - 1","54","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Mas de 5 años","(48,130]","Asalariado",384.976123360684,830400
"12723","5058868-1-1","5058868 - 1","54","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]","No asalariado",492.747315326188,830400
"12724","5058868-1-2","5058868 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]","No asalariado",492.747315326188,415200
"12725","5058868-1-3","5058868 - 1","54","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",492.747315326188,668472
"12726","5058868-1-6","5058868 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]","Asalariado",492.747315326188,859584.408
"12727","5058873-1-3","5058873 - 1","54","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Básica primaria","Si","Otras actividades de servicios","Mas de 5 años","(39,48]","Asalariado",273.174166916408,332160
"12728","5058877-1-1","5058877 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",367.915478543494,311400
"12729","5058877-1-2","5058877 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",367.915478543494,311400
"12730","5058877-1-3","5058877 - 1","54","Femenino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",367.915478543494,259500
"12731","5058883-1-2","5058883 - 1","54","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",453.655365765262,311400
"12732","5058897-1-1","5058897 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",626.478596875725,726600
"12733","5058897-1-7","5058897 - 1","54","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",626.478596875725,861540
"12734","5058899-1-1","5058899 - 1","54","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","No","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]","No asalariado",440.849986615394,1038000
"12735","5058899-1-3","5058899 - 1","54","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(39,48]","Asalariado",440.849986615394,166080
"12736","5058899-1-4","5058899 - 1","54","Femenino","(18,26]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]","No asalariado",440.849986615394,155700
"12737","5058917-1-2","5058917 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","No","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",364.931866149986,311400
"12738","5058947-1-1","5058947 - 1","63","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(48,130]","No asalariado",184.255297018618,830400
"12739","5058947-1-4","5058947 - 1","63","Masculino","(26,59]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Agricultura, ganadería y caza","Entre 1 y 5 años","(48,130]","No asalariado",184.255297018618,622800
"12740","5059075-1-1","5059075 - 1","63","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",287.031599416635,1245600
"12741","5059075-1-2","5059075 - 1","63","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica primaria","No","Fabricación de sustancias y productos químicos","Entre 1 y 5 años","(0,39]","No asalariado",287.031599416635,311400
"12742","5059081-1-1","5059081 - 1","63","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(39,48]","Asalariado",287.031599416635,976911.624
"12743","5059081-1-2","5059081 - 1","63","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]","No asalariado",287.031599416635,311400
"12744","5059104-1-1","5059104 - 1","63","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",97.5169434552582,2332419.216
"12745","5059104-1-2","5059104 - 1","63","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",97.5169434552582,467100
"12746","5059104-1-3","5059104 - 1","63","Femenino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Servicios sociales y de salud","Entre 1 y 5 años","(39,48]","No asalariado",97.5169434552582,363300
"12747","5059105-1-5","5059105 - 1","63","Masculino","(59,100]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Actividades inmobiliarias","Entre 1 y 5 años","(0,39]","No asalariado",71.7578998541587,186840
"12748","5059125-1-1","5059125 - 1","66","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","Asalariado",461.519089448818,934200
"12749","5059125-1-2","5059125 - 1","66","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",461.519089448818,633180
"12750","5059126-1-4","5059126 - 1","66","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",421.66098616449,830400
"12751","5059145-2-1","5059145 - 2","66","Femenino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica primaria","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","Asalariado",450.696693555898,519000
"12752","5059145-2-2","5059145 - 2","66","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Explotación de minas y carbón","Menos de 1 año","(39,48]","No asalariado",450.696693555898,519000
"12753","5059150-1-1","5059150 - 1","66","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","Asalariado",503.40859026712,519000
"12754","5059150-1-2","5059150 - 1","66","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Actividades complementarias/auxiliares al transporte","Menos de 1 año","(48,130]","Asalariado",503.40859026712,519000
"12755","5059164-1-2","5059164 - 1","66","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]","Asalariado",429.141848129067,960307.776
"12756","5059224-1-1","5059224 - 1","66","Masculino","(59,100]","Jefe de hogar","Soltero","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","Asalariado",176.333496851412,622800
"12757","5059227-1-1","5059227 - 1","66","Femenino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","No asalariado",340.595193624344,415200
"12758","5059227-1-2","5059227 - 1","66","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","Asalariado",340.595193624344,519000
"12759","5059292-1-2","5059292 - 1","68","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",936.417931055143,519000
"12760","5059319-1-1","5059319 - 1","68","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Servicios sociales y de salud","Menos de 1 año","(39,48]","Asalariado",708.431501087177,960253.8
"12761","5059322-2-1","5059322 - 2","68","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",364.386191567439,960303.624
"12762","5059386-1-1","5059386 - 1","68","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",393.712162735927,519000
"12763","5059395-1-1","5059395 - 1","68","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",569.299058348438,103800
"12764","5059395-1-2","5059395 - 1","68","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","No asalariado",569.299058348438,467100
"12765","5059396-1-1","5059396 - 1","68","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",607.341408266311,622800
"12766","5059396-1-2","5059396 - 1","68","Masculino","(14,18]","Nucleo familiar","Soltero","Básica secundaria","No","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]","No asalariado",607.341408266311,311400
"12767","5059396-1-6","5059396 - 1","68","Masculino","(26,59]","Otros parientes","Soltero","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",607.341408266311,467100
"12768","5059533-1-1","5059533 - 1","70","Femenino","(59,100]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",92.5866171312341,124560
"12769","5059533-1-2","5059533 - 1","70","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",92.5866171312341,124560
"12770","5059556-1-1","5059556 - 1","70","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]","Asalariado",107.063768244289,726600
"12771","5059563-1-1","5059563 - 1","70","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]","No asalariado",126.638139660804,622800
"12772","5059563-1-6","5059563 - 1","70","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",126.638139660804,415200
"12773","5059564-1-1","5059564 - 1","70","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",117.424668226605,25950
"12774","5059564-1-5","5059564 - 1","70","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Fabricación de otros tipos de equipo de transporte","Entre 1 y 5 años","(39,48]","No asalariado",117.424668226605,1038000
